,material_id,cif,energy_per_atom
2363,C-113078-2193-52,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45451000
_cell_length_b   4.38792000
_cell_length_c   5.17379000
_cell_angle_alpha   52.14461000
_cell_angle_beta   89.57146000
_cell_angle_gamma   90.36451000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   43.99108543
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.47821987  0.08686824  0.02109644  1
  C  C1  1  0.13420491  0.00971924  0.62852870  1
  C  C2  1  0.63069642  0.39509552  0.07849970  1
  C  C3  1  0.80647425  0.59245680  0.53168486  1
  C  C4  1  0.65735801  0.76119553  0.71313138  1
  C  C5  1  0.16172569  0.37582342  0.26345269  1
  C  C6  1  -0.01777937  0.17740432  0.81095523  1
  C  C7  1  0.31038512  0.68327433  0.32142789  1
",-154.08797875
1908,C-152605-7685-1,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43889000
_cell_length_b   4.22919000
_cell_length_c   6.52569000
_cell_angle_alpha   90.13684000
_cell_angle_beta   100.68330000
_cell_angle_gamma   90.00136000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   66.14254110
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.90222510  0.22504225  0.48741675  1
  C  C1  1  0.57455918  0.26720125  0.82278752  1
  C  C2  1  0.23713271  0.37911711  0.14612965  1
  C  C3  1  -0.10994271  0.87419979  0.47399507  1
  C  C4  1  0.35684713  0.37809938  0.39412979  1
  C  C5  1  1.02365681  0.26753779  0.71851834  1
  C  C6  1  0.38431740  0.71732841  0.46014381  1
  C  C7  1  0.70249086  0.87537851  1.06967905  1
  C  C8  1  0.20696560  0.71834289  0.08112104  1
  C  C9  1  0.69207801  0.22555293  1.05300398  1
",-154.255816
977,C-142789-7601-3,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.50785000
_cell_length_b   3.41812000
_cell_length_c   9.62215000
_cell_angle_alpha   84.73247000
_cell_angle_beta   97.52798000
_cell_angle_gamma   68.46338000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   75.18201078
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.03867874  0.33403379  0.34475501  1
  C  C1  1  0.98891218  0.54215000  0.60891333  1
  C  C2  1  0.65587142  0.54162692  0.94223582  1
  C  C3  1  0.52064746  0.66149588  0.78729889  1
  C  C4  1  0.32251608  0.54187437  0.27557418  1
  C  C5  1  0.54819177  0.86937115  0.05138234  1
  C  C6  1  1.29475697  0.33361917  0.01138890  1
  C  C7  1  -0.11880716  0.86995398  0.71808935  1
  C  C8  1  0.85410052  0.66147524  0.45395616  1
  C  C9  1  -0.37224407  0.33423364  0.67808463  1
  C  C10  1  0.18760851  0.66101292  0.12061614  1
  C  C11  1  0.21473089  0.86979183  0.38472195  1
",-154.125035
5535,C-177264-2024-14,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47126000
_cell_length_b   5.31271000
_cell_length_c   4.80980000
_cell_angle_alpha   111.27787000
_cell_angle_beta   120.76299000
_cell_angle_gamma   89.66479000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   49.27297022
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.01746276  0.92102745  0.83938254  1
  C  C1  1  0.58820944  0.54233068  0.90938731  1
  C  C2  1  1.08842092  0.04324393  0.41030329  1
  C  C3  1  0.86450534  0.47399737  0.18620200  1
  C  C4  1  0.43571089  0.09623186  0.25770985  1
  C  C5  1  0.51776826  0.42129097  0.33912821  1
  C  C6  1  0.93606584  0.59633990  0.75748528  1
  C  C7  1  0.36482445  0.97487633  0.68718923  1
",-154.17584375
3463,C-9592-5537-24,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.39360000
_cell_length_b   3.40154000
_cell_length_c   4.11528000
_cell_angle_alpha   78.54631000
_cell_angle_beta   101.45376000
_cell_angle_gamma   86.12945000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   45.34772403
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.12342705  0.11810136  0.69483105  1
  C  C1  1  0.54945731  -0.07426961  0.14012894  1
  C  C2  1  0.13743113  0.33855025  0.48156147  1
  C  C3  1  0.90690034  0.56987060  0.14340713  1
  C  C4  1  0.68652824  0.30862785  0.93057186  1
  C  C5  1  0.35825140  0.59776245  0.69561494  1
  C  C6  1  0.49393858  0.98077987  0.48494394  1
  C  C7  1  0.16680686  0.79052083  0.92984247  1
",-154.32579
1024,C-104334-7299-44,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.55084000
_cell_length_b   3.65341000
_cell_length_c   8.99029000
_cell_angle_alpha   74.89331000
_cell_angle_beta   71.89721000
_cell_angle_gamma   97.70929000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C18
_cell_volume   133.34229324
_cell_formula_units_Z   18
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.69715622  0.45883803  0.10662051  1
  C  C1  1  0.36400768  0.45861071  1.10730885  1
  C  C2  1  0.46576170  0.08916152  0.74856577  1
  C  C3  1  0.30547962  0.87594567  0.55320593  1
  C  C4  1  0.25197055  0.34458555  -0.01040111  1
  C  C5  1  0.13475778  0.56655750  0.22608524  1
  C  C6  1  0.25491871  0.66768747  0.34067213  1
  C  C7  1  0.58686636  0.79794469  0.47357166  1
  C  C8  1  0.57070043  0.66611871  0.34071077  1
  C  C9  1  0.81354625  0.86316053  0.53653321  1
  C  C10  1  0.94649243  0.08942864  0.74886934  1
  C  C11  1  0.48481859  0.23164164  0.87868044  1
  C  C12  1  0.74511629  1.00460949  0.67082489  1
  C  C13  1  0.10517327  0.79617683  0.47381355  1
  C  C14  1  0.92506527  0.34443707  -0.01018283  1
  C  C15  1  0.80108973  0.23037883  0.87859238  1
  C  C16  1  0.23756911  1.02029962  0.68672008  1
  C  C17  1  0.80756412  0.56647390  0.22629237  1
",-154.22624444444443
7053,C-92124-4005-36,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48102000
_cell_length_b   3.69022000
_cell_length_c   4.84442000
_cell_angle_alpha   57.39669000
_cell_angle_beta   75.08440000
_cell_angle_gamma   70.28780000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.01402748
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.99287221  0.16938553  0.59180199  1
  C  C1  1  0.21640632  0.93006948  0.38508743  1
  C  C2  1  0.67365445  0.51359079  -0.11114006  1
  C  C3  1  0.79491836  0.64246743  0.51597110  1
  C  C4  1  0.25190759  0.22579397  1.01992680  1
  C  C5  1  0.47309007  -0.01320871  0.81347274  1
",-154.31160483333335
8881,C-176661-8591-46,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48158000
_cell_length_b   3.68816000
_cell_length_c   4.21960000
_cell_angle_alpha   74.95060000
_cell_angle_beta   89.90189000
_cell_angle_gamma   70.34620000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   34.96643919
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.58046399  0.96052700  0.67035304  1
  C  C1  1  0.32167891  0.47363038  0.09910335  1
  C  C2  1  0.10105063  0.91909000  0.89251246  1
  C  C3  1  -0.21967324  0.56307086  0.59461386  1
  C  C4  1  0.90026049  0.31626849  -0.03118258  1
  C  C5  1  0.35871702  0.40631797  0.46404628  1
",-154.30967266666667
5577,C-72701-1899-2,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.94928000
_cell_length_b   4.83750000
_cell_length_c   5.76354000
_cell_angle_alpha   66.20084000
_cell_angle_beta   100.36573000
_cell_angle_gamma   88.36475000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   73.54019299
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.57842633  0.51213477  0.40732071  1
  C  C1  1  0.57815889  1.02996390  0.40775161  1
  C  C2  1  0.09773855  0.75452786  0.92143511  1
  C  C3  1  1.09690548  0.27291573  0.92171017  1
  C  C4  1  0.69234028  0.71525011  0.51908603  1
  C  C5  1  0.34197569  0.24331578  0.16386971  1
  C  C6  1  0.95315292  0.58872613  0.77313667  1
  C  C7  1  0.34119977  0.54121078  0.16383642  1
  C  C8  1  0.72085129  0.19606392  0.55636265  1
  C  C9  1  0.98150579  1.06936413  0.81040263  1
",-154.252398
7859,C-176679-1286-38,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48762000
_cell_length_b   2.48761000
_cell_length_c   6.57671000
_cell_angle_alpha   67.74614000
_cell_angle_beta   79.08109000
_cell_angle_gamma   59.98402000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   32.61513352
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.46708030  0.10725876  0.67448971  1
  C  C1  1  0.13377176  0.85703362  0.59132662  1
  C  C2  1  0.80018282  0.10664325  0.00837469  1
  C  C3  1  0.46674999  0.85686302  -0.07520888  1
  C  C4  1  -0.19927706  0.85621419  0.25853033  1
  C  C5  1  1.13411407  0.10673965  0.34137762  1
",-154.54276683333333
2612,C-102915-7408-31,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43087000
_cell_length_b   4.07727000
_cell_length_c   6.79703000
_cell_angle_alpha   108.95263000
_cell_angle_beta   115.18719000
_cell_angle_gamma   86.84643000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.38427488
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.78863023  0.22551465  0.16954705  1
  C  C1  1  0.37096980  0.39307742  0.25201049  1
  C  C2  1  0.53869831  0.72548263  0.41959815  1
  C  C3  1  0.28863037  0.22552845  0.66955432  1
  C  C4  1  0.62082166  0.89318283  1.00191881  1
  C  C5  1  0.12097873  -0.10694214  0.50202528  1
  C  C6  1  0.87087893  0.39314297  0.75194982  1
  C  C7  1  0.03856247  0.72557199  0.91947359  1
",-154.46037
8770,C-76008-2415-39,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46312000
_cell_length_b   4.98771000
_cell_length_c   6.69667000
_cell_angle_alpha   63.38295000
_cell_angle_beta   100.60575000
_cell_angle_gamma   90.01410000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   71.97822352
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.02824500  0.49754651  1.05410030  1
  C  C1  1  0.79252910  0.33325730  0.58996074  1
  C  C2  1  0.54325481  0.30605213  1.08618810  1
  C  C3  1  0.11549445  0.62722283  0.22857425  1
  C  C4  1  0.90574759  0.77411958  0.81255089  1
  C  C5  1  0.34260108  0.80047129  0.68534324  1
  C  C6  1  0.47684661  0.10383101  -0.04233451  1
  C  C7  1  0.91153350  0.10817505  0.82723777  1
  C  C8  1  0.65878325  1.00691573  0.32115281  1
  C  C9  1  0.59423718  0.81911947  0.18627376  1
  C  C10  1  0.23541546  0.40850730  0.47623295  1
  C  C11  1  0.22603676  0.95067618  0.45649700  1
",-154.24742
9096,C-90796-891-29,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.67808000
_cell_length_b   3.78465000
_cell_length_c   4.29654000
_cell_angle_alpha   89.15994000
_cell_angle_beta   124.47009000
_cell_angle_gamma   107.39485000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   58.67952891
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.81820730  0.42412962  0.82661591  1
  C  C1  1  0.31271126  0.39857520  0.79747989  1
  C  C2  1  0.63010809  0.95415530  0.35163111  1
  C  C3  1  0.31314477  -0.04831183  0.34532746  1
  C  C4  1  0.62931336  0.70845501  0.10950123  1
  C  C5  1  -0.05338127  0.26432790  0.66344398  1
  C  C6  1  0.44112171  0.23928728  0.63400049  1
  C  C7  1  0.94628498  0.71123422  0.11563493  1
",-154.200935
1426,C-96663-8819-13,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43911000
_cell_length_b   4.22873000
_cell_length_c   6.52398000
_cell_angle_alpha   89.76256000
_cell_angle_beta   79.23673000
_cell_angle_gamma   90.00714000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   66.10610632
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.55893839  0.81465623  0.42468030  1
  C  C1  1  0.37001429  0.81412757  0.83026440  1
  C  C2  1  0.05356641  0.65726197  0.43759507  1
  C  C3  1  0.69246088  1.20914817  0.18001211  1
  C  C4  1  0.87461232  0.65669943  0.81855549  1
  C  C5  1  0.02577512  0.31815265  0.50462884  1
  C  C6  1  1.24358957  0.20827779  0.07624658  1
  C  C7  1  1.36018365  0.16449387  0.84585087  1
  C  C8  1  0.57137050  0.16553264  0.41127040  1
  C  C9  1  0.90573767  0.31810697  0.75240374  1
",-154.254901
1464,C-96672-9795-27,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48312000
_cell_length_b   3.63064000
_cell_length_c   7.32306000
_cell_angle_alpha   119.73560000
_cell_angle_beta   90.00217000
_cell_angle_gamma   89.99920000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   57.32644926
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.31601881  0.22227665  0.42734609  1
  C  C1  1  0.31620638  -0.08769405  0.85644225  1
  C  C2  1  0.81643169  0.23147119  0.67565623  1
  C  C3  1  0.81656819  0.53996403  0.24555852  1
  C  C4  1  0.81628508  0.15118624  0.85638086  1
  C  C5  1  0.31644080  -0.14903743  0.05100106  1
  C  C6  1  0.81652961  0.60106090  0.05076808  1
  C  C7  1  0.31648281  0.30074839  0.24562904  1
  C  C8  1  0.31636388  0.47116909  0.67547509  1
  C  C9  1  0.81600444  0.98219329  0.42720908  1
",-154.297055
2694,C-9620-6892-54,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.97913000
_cell_length_b   4.30411000
_cell_length_c   4.84998000
_cell_angle_alpha   84.72388000
_cell_angle_beta   82.11366000
_cell_angle_gamma   67.72619000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   56.95009472
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.03346921  0.89106805  0.18119230  1
  C  C1  1  -0.03351914  0.89111166  0.68119429  1
  C  C2  1  0.80087814  1.05843123  0.93084283  1
  C  C3  1  0.30034783  0.55834022  0.18089994  1
  C  C4  1  0.80092151  0.05842970  0.43084662  1
  C  C5  1  0.46658944  0.39114941  0.43117503  1
  C  C6  1  0.46651463  0.39113067  -0.06882509  1
  C  C7  1  0.30036509  0.55833126  0.68089287  1
",-154.42720125
7011,C-176685-9184-37,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.64211000
_cell_length_b   3.42975000
_cell_length_c   4.83023000
_cell_angle_alpha   122.66702000
_cell_angle_beta   67.64276000
_cell_angle_gamma   119.87714000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.52543017
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.84921735  0.78794674  0.41328311  1
  C  C1  1  0.06388854  0.79101878  0.60444975  1
  C  C2  1  0.12022403  0.78955785  0.10635909  1
  C  C3  1  0.46515835  0.78829436  0.41428018  1
  C  C4  1  0.90539763  0.78646740  0.91533298  1
  C  C5  1  0.50391530  -0.21145083  0.10532448  1
",-154.120246
3289,C-73631-2702-49,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.08656000
_cell_length_b   3.99484000
_cell_length_c   5.58715000
_cell_angle_alpha   82.23913000
_cell_angle_beta   119.85025000
_cell_angle_gamma   108.51357000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   56.63704826
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.21826036  0.81225444  0.05080529  1
  C  C1  1  0.55353832  0.14317803  0.05047994  1
  C  C2  1  0.71599869  0.81263833  0.55039130  1
  C  C3  1  0.30252110  0.64329926  0.30044653  1
  C  C4  1  0.05108856  0.14356170  0.55010658  1
  C  C5  1  0.96755443  0.31247957  0.30070866  1
  C  C6  1  0.46750481  0.31228959  0.80028820  1
  C  C7  1  0.80297264  0.64316457  0.80017580  1
",-154.43651875
